Age,Gender,Degree,Title,Industry of employer,Size of employer,State of employer in incorporate machine learning into business,Yearly salary > $100k,Years of coding experience,Years of experience in machine learning methods,Most frequently used data science platform,Most frequently used big data products,Experience with TPU,Primary tool for analyzing data,Regularly use Python,Regularly use R,Regularly use SQL,Regularly use Scikit-learn,Regularly use TensorFlow,Regularly use Keras,Regularly use PyTorch,Regularly use Xgboost,Regularly use Linear or Logistic Regression,Regularly use Decision Trees or Random Forests,Regularly use Gradient Boosting Machines,Regularly use Bayesian Approaches,Regularly use Convolutional Neural Networks
55-59,Man,4,Data Scientist,Medical/Pharmaceutical,3,for insights only,Yes,6,7.0,laptop,Google Cloud SQL ,1.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
55-59,Man,5,Data Scientist,Computers/Technology,1,do not use,Yes,6,1.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,2,Data Engineer,Medical/Pharmaceutical,3,I do not know,No,6,2.0,laptop,,3.0,Advanced statistical software,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
30-34,Man,5,Research Scientist,Academics/Education,1,exploring,No,4,6.0,deep learning workstation,,1.0,Other,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60-69,Man,4,Data Analyst,Computers/Technology,5,I do not know,No,5,1.0,desktop,,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Nonbinary,6,Machine Learning Engineer,Non-profit/Service,1,do not use,No,2,2.0,laptop,,2.0,Local development environments,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0
35-39,Man,4,Program/Project Manager,Manufacturing/Fabrication,5,do not use,No,5,2.0,laptop,,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
30-34,Man,4,Machine Learning Engineer,Computers/Technology,1,recently started,No,4,7.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0
40-44,Man,3,Other,Computers/Technology,5,recently started,Yes,5,5.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
55-59,Man,3,Program/Project Manager,Broadcasting/Communications,5,recently started,No,6,4.0,laptop,Microsoft SQL Server ,3.0,Basic statistical software,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
55-59,Man,5,Data Scientist,Manufacturing/Fabrication,5,recently started,No,6,7.0,cloud computing platform,,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
25-29,Woman,3,Software Engineer,Computers/Technology,4,recently started,No,3,5.0,cloud computing platform,Amazon Redshift ,3.0,Business intelligence software,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
22-24,Woman,3,Data Analyst,Accounting/Finance,2,do not use,No,1,1.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,4,Research Scientist,Academics/Education,1,do not use,No,3,4.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30-34,Man,3,Software Engineer,Computers/Technology,2,do not use,No,5,2.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
55-59,Woman,4,Other,Government/Public Service,5,well established,Yes,3,6.0,laptop,MySQL ,3.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
55-59,Woman,4,Data Analyst,Military/Security/Defense,5,exploring,No,4,2.0,desktop,Microsoft SQL Server ,1.0,Business intelligence software,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,4,Data Scientist,Government/Public Service,4,recently started,Yes,5,8.0,laptop,PostgreSQL ,3.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
30-34,Man,3,Data Analyst,Computers/Technology,1,do not use,No,1,3.0,deep learning workstation,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
35-39,Man,4,Software Engineer,Computers/Technology,5,I do not know,No,1,2.0,laptop,,2.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
30-34,Man,4,Data Scientist,Accounting/Finance,2,well established,Yes,5,7.0,cloud computing platform,,3.0,,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
40-44,Man,4,Other,Military/Security/Defense,5,exploring,Yes,3,3.0,laptop,MongoDB ,4.0,,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
50-54,Man,4,Research Scientist,Computers/Technology,5,well established,Yes,6,4.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
60-69,Man,4,Software Engineer,Computers/Technology,5,I do not know,No,6,1.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50-54,Man,4,Business Analyst,Accounting/Finance,5,I do not know,No,1,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
60-69,Man,3,Research Scientist,Military/Security/Defense,5,recently started,No,6,7.0,cloud computing platform,MySQL ,4.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0
40-44,Man,5,Data Scientist,Online Business/Internet-based Sales,3,well established,Yes,5,6.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
25-29,Man,3,Software Engineer,Accounting/Finance,5,recently started,No,2,2.0,laptop,,1.0,Business intelligence software,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
30-34,Man,5,Research Scientist,Academics/Education,2,for insights only,No,4,6.0,laptop,,3.0,Basic statistical software,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,4,Data Scientist,Academics/Education,4,recently started,No,5,4.0,cloud computing platform,,1.0,Local development environments,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
50-54,Man,4,Research Scientist,Other,4,exploring,No,4,7.0,laptop,,1.0,Local development environments,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
22-24,Man,3,Research Scientist,Academics/Education,1,exploring,No,3,4.0,desktop,,2.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
60-69,Woman,3,Software Engineer,Computers/Technology,1,do not use,No,6,1.0,laptop,,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Man,4,Other,Hospitality/Entertainment/Sports,2,do not use,No,3,2.0,laptop,,1.0,Basic statistical software,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
70+,Man,5,Other,Other,1,I do not know,No,4,4.0,desktop,,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
40-44,Woman,4,Data Analyst,Insurance/Risk Assessment,4,I do not know,No,2,2.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
30-34,Man,3,Data Analyst,Computers/Technology,1,for insights only,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Woman,5,Machine Learning Engineer,Hospitality/Entertainment/Sports,4,well established,Yes,5,8.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
30-34,Man,4,Machine Learning Engineer,Computers/Technology,4,recently started,Yes,5,5.0,cloud computing platform,Other,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
45-49,Man,3,DBA/Database Engineer,Accounting/Finance,5,well established,No,4,2.0,laptop,,1.0,Cloud-based data software & APIs,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Nonbinary,5,Research Scientist,Computers/Technology,5,well established,Yes,3,3.0,cloud computing platform,,5.0,Local development environments,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
60-69,Man,4,Software Engineer,Computers/Technology,4,for insights only,Yes,6,3.0,laptop,Amazon DynamoDB ,1.0,,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,2,Data Analyst,Other,4,exploring,No,2,2.0,laptop,MySQL ,1.0,Basic statistical software,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,5,Data Scientist,Computers/Technology,1,for insights only,No,6,9.0,laptop,,1.0,Local development environments,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
60-69,Man,5,Research Scientist,Military/Security/Defense,5,recently started,Yes,6,8.0,laptop,PostgreSQL ,4.0,Local development environments,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
30-34,Man,3,Data Analyst,Accounting/Finance,4,do not use,No,3,1.0,laptop,,1.0,Basic statistical software,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,3,Program/Project Manager,Broadcasting/Communications,5,I do not know,No,1,1.0,laptop,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Woman,4,Data Scientist,Computers/Technology,5,well established,Yes,4,7.0,cloud computing platform,Google Cloud SQL ,4.0,,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
45-49,Woman,4,Program/Project Manager,Government/Public Service,2,do not use,Yes,6,2.0,desktop,,1.0,Basic statistical software,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
25-29,Woman,1,Other,Other,5,I do not know,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Man,3,Software Engineer,Computers/Technology,4,well established,No,4,2.0,desktop,,3.0,Local development environments,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
45-49,Woman,4,Data Scientist,Non-profit/Service,3,exploring,Yes,3,4.0,desktop,Microsoft SQL Server ,1.0,Local development environments,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
25-29,Man,4,Data Analyst,Energy/Mining,2,do not use,No,4,3.0,desktop,,1.0,Other,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Man,4,Machine Learning Engineer,Computers/Technology,5,well established,No,3,4.0,cloud computing platform,Amazon DynamoDB ,3.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
60-69,Man,2,Product Manager,Medical/Pharmaceutical,1,recently started,Yes,6,5.0,cloud computing platform,PostgreSQL ,3.0,Other,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
30-34,Man,3,Data Analyst,Other,4,I do not know,No,1,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
35-39,Woman,4,Other,Insurance/Risk Assessment,5,I do not know,No,5,2.0,laptop,,1.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35-39,Man,4,Data Scientist,Accounting/Finance,5,well established,No,2,2.0,laptop,,1.0,Advanced statistical software,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0
45-49,Man,5,Machine Learning Engineer,Computers/Technology,3,exploring,Yes,6,7.0,cloud computing platform,,1.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0
55-59,Man,3,Software Engineer,Energy/Mining,1,for insights only,No,5,4.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
30-34,Man,5,Data Scientist,Computers/Technology,2,well established,Yes,3,6.0,laptop,,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
55-59,Man,4,Business Analyst,Retail/Sales,1,exploring,No,1,2.0,laptop,PostgreSQL ,2.0,Business intelligence software,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
40-44,Woman,5,Research Scientist,Computers/Technology,3,well established,Yes,5,8.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0
35-39,Man,3,Data Scientist,Accounting/Finance,4,recently started,No,3,6.0,cloud computing platform,Microsoft Azure SQL Database ,4.0,Cloud-based data software & APIs,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
35-39,Woman,2,Other,Accounting/Finance,3,I do not know,No,5,2.0,desktop,,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Program/Project Manager,Computers/Technology,1,do not use,Yes,5,1.0,laptop,Oracle Database ,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60-69,Man,4,Software Engineer,Medical/Pharmaceutical,3,exploring,Yes,5,6.0,cloud computing platform,,2.0,Basic statistical software,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
50-54,Man,4,Data Scientist,Computers/Technology,3,well established,Yes,6,7.0,deep learning workstation,,4.0,Local development environments,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
25-29,Woman,4,Data Analyst,Academics/Education,5,recently started,No,1,2.0,laptop,Google Cloud Spanner ,1.0,Basic statistical software,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
40-44,Man,5,Data Scientist,Computers/Technology,1,well established,No,5,7.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
25-29,Man,5,Research Scientist,Academics/Education,5,I do not know,No,4,2.0,laptop,,1.0,Advanced statistical software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Man,4,Statistician,Accounting/Finance,5,well established,No,4,5.0,laptop,,1.0,Advanced statistical software,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
25-29,Woman,4,Program/Project Manager,Broadcasting/Communications,5,well established,No,4,7.0,laptop,Microsoft SQL Server ,1.0,Local development environments,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Man,4,Research Scientist,Computers/Technology,1,for insights only,No,4,5.0,desktop,,1.0,Local development environments,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
22-24,Man,3,Data Engineer,Retail/Sales,4,recently started,No,3,2.0,cloud computing platform,,1.0,Other,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
30-34,Man,4,Data Analyst,Academics/Education,4,I do not know,No,1,2.0,laptop,Microsoft SQL Server ,1.0,Business intelligence software,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
18-21,Man,3,Data Scientist,Computers/Technology,1,exploring,No,2,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
50-54,Woman,4,Data Engineer,Computers/Technology,4,exploring,No,4,4.0,laptop,Oracle Database ,3.0,Local development environments,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
60-69,Man,3,Data Analyst,Shipping/Transportation,1,exploring,No,1,3.0,laptop,,1.0,,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
60-69,Man,5,Data Scientist,Computers/Technology,4,recently started,Yes,6,7.0,desktop,Microsoft SQL Server ,4.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
35-39,Man,4,Business Analyst,Accounting/Finance,1,do not use,No,0,0.0,,,0.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Woman,3,Program/Project Manager,Computers/Technology,1,exploring,No,2,2.0,desktop,,1.0,Basic statistical software,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
50-54,Man,4,Product Manager,Academics/Education,5,exploring,Yes,1,1.0,desktop,SQLite ,1.0,Basic statistical software,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35-39,Man,6,Program/Project Manager,Academics/Education,2,exploring,No,1,2.0,laptop,Snowflake ,2.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
25-29,Man,3,Program/Project Manager,Manufacturing/Fabrication,3,do not use,No,4,4.0,laptop,,4.0,Basic statistical software,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
40-44,Woman,0,DBA/Database Engineer,Computers/Technology,1,I do not know,No,2,6.0,cloud computing platform,,5.0,Other,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
45-49,Man,4,Product Manager,Insurance/Risk Assessment,4,well established,Yes,5,7.0,cloud computing platform,PostgreSQL ,3.0,Local development environments,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0
22-24,Man,3,Data Analyst,Non-profit/Service,1,do not use,No,4,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
50-54,Man,4,Software Engineer,Medical/Pharmaceutical,4,well established,No,6,5.0,desktop,MySQL ,3.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0
25-29,Woman,4,Program/Project Manager,Non-profit/Service,2,for insights only,No,2,2.0,laptop,,1.0,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
35-39,Man,3,Software Engineer,Marketing/CRM,3,well established,Yes,5,7.0,cloud computing platform,Snowflake ,3.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
55-59,Man,5,Business Analyst,Academics/Education,2,exploring,No,2,4.0,desktop,,1.0,,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0
60-69,Man,4,Software Engineer,Medical/Pharmaceutical,2,do not use,No,6,3.0,desktop,,3.0,,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
60-69,Nonbinary,4,Machine Learning Engineer,Computers/Technology,1,recently started,No,6,9.0,desktop,,1.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0
35-39,Man,5,Data Scientist,Computers/Technology,2,well established,Yes,4,7.0,deep learning workstation,,3.0,Advanced statistical software,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
35-39,Man,5,Data Scientist,Broadcasting/Communications,4,recently started,Yes,5,6.0,cloud computing platform,Amazon RDS ,1.0,Local development environments,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
70+,Man,4,Other,Retail/Sales,5,do not use,No,6,2.0,desktop,Microsoft SQL Server ,3.0,Basic statistical software,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0
30-34,Man,4,Data Scientist,Insurance/Risk Assessment,4,for insights only,No,4,7.0,laptop,,1.0,Business intelligence software,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0
45-49,Woman,3,Data Engineer,Computers/Technology,4,I do not know,No,3,2.0,laptop,Amazon DynamoDB ,3.0,Cloud-based data software & APIs,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
22-24,Man,4,Data Scientist,Computers/Technology,1,exploring,No,3,3.0,laptop,IBM Db2 ,3.0,Local development environments,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
70+,Man,4,Program/Project Manager,Computers/Technology,5,I do not know,No,6,2.0,desktop,,1.0,Local development environments,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
30-34,Man,4,Other,Government/Public Service,4,do not use,No,1,2.0,desktop,,1.0,Local development environments,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
50-54,Man,4,Research Scientist,Computers/Technology,3,well established,Yes,6,7.0,cloud computing platform,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
35-39,Man,2,Other,Retail/Sales,2,I do not know,No,0,0.0,,,0.0,Other,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,4,Data Analyst,Government/Public Service,4,do not use,No,3,2.0,laptop,,1.0,Basic statistical software,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55-59,Man,3,DBA/Database Engineer,Energy/Mining,4,exploring,Yes,6,4.0,cloud computing platform,Oracle Database ,3.0,Local development environments,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0
50-54,Man,2,Other,Accounting/Finance,5,I do not know,No,1,1.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30-34,Woman,4,Data Analyst,Academics/Education,1,I do not know,No,1,2.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
35-39,Man,5,Data Scientist,Retail/Sales,5,recently started,Yes,5,8.0,cloud computing platform,,1.0,Cloud-based data software & APIs,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
50-54,Man,3,Data Scientist,Computers/Technology,3,well established,Yes,5,7.0,laptop,PostgreSQL ,2.0,Other,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
30-34,Man,5,Data Analyst,Academics/Education,2,do not use,No,2,3.0,laptop,,1.0,,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
40-44,Man,3,Product Manager,Computers/Technology,5,well established,Yes,6,3.0,cloud computing platform,Google Cloud BigQuery ,4.0,Basic statistical software,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
55-59,Man,3,Software Engineer,Broadcasting/Communications,5,I do not know,Yes,6,1.0,laptop,,1.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,2,Machine Learning Engineer,Computers/Technology,1,well established,Yes,6,9.0,deep learning workstation,MySQL ,5.0,Local development environments,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0
50-54,Man,5,Data Scientist,Retail/Sales,4,well established,Yes,6,9.0,laptop,Google Cloud BigQuery ,3.0,Local development environments,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0
35-39,Man,4,Data Scientist,Insurance/Risk Assessment,5,well established,Yes,4,7.0,cloud computing platform,,1.0,Local development environments,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0
22-24,Man,4,Data Analyst,Other,3,I do not know,No,1,1.0,laptop,,1.0,,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25-29,Nonbinary,3,Research Scientist,Academics/Education,2,I do not know,No,2,2.0,laptop,,1.0,Local development environments,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0
35-39,Man,4,Software Engineer,Accounting/Finance,1,do not use,No,4,2.0,laptop,,1.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0
25-29,Woman,3,Other,Retail/Sales,4,I do not know,No,4,4.0,laptop,,1.0,Local development environments,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
30-34,Man,4,Other,Academics/Education,3,I do not know,No,5,2.0,laptop,,2.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0
45-49,Man,3,Data Analyst,Retail/Sales,3,well established,No,4,2.0,desktop,MySQL ,1.0,Basic statistical software,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40-44,Man,5,Data Scientist,Computers/Technology,1,well established,No,5,7.0,laptop,,1.0,Cloud-based data software & APIs,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0
18-21,Nonbinary,3,Machine Learning Engineer,Medical/Pharmaceutical,3,recently started,No,3,3.0,desktop,,1.0,Basic statistical software,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
